Guid,Name,Pricebook2Id,Product2Id,UnitPrice,IsActive,UseStandardPrice,ProductCode,IsArchived
371b11e4-260b-4af1-9ec7-33884e7ee067,Large Turbine,48586b5e-efaf-4792-a15c-fe4d6051de6f,7a826b7e-1f2b-4129-9af6-8e52d3277440,10000.0,true,false,A-1000,false
44724cb5-b548-4472-a36e-3e418c060acd,CBU 4,48586b5e-efaf-4792-a15c-fe4d6051de6f,d4582b10-2ba1-4a60-9f86-f92a2108613e,250.0,true,true,CBU-4,false
45b183b9-05f8-4350-8b65-fd7ddc50953a,Labor,48586b5e-efaf-4792-a15c-fe4d6051de6f,fabfca28-7c3e-4f26-ac84-1706d56a9edb,150.0,true,false,L-1000,false
478f3d0e-4eb2-4ed4-b9d5-9534c4bc561f,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,37a1e3af-e6de-4f40-a064-edf0a0e0ce07,1960.0,true,false,S-100-ADC-005,false
4bd61811-c2d3-4a32-a7be-56335d50ba86,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,e125720d-6d30-4853-979f-d38d1b79f4e2,2125.0,true,false,S-100-ADC-008,false
4eaa5571-5d48-4ba9-b42b-d6063ea7beb7,Maintenance Contract,48586b5e-efaf-4792-a15c-fe4d6051de6f,8ca6b261-7887-414e-b9f7-3fe106ac941d,350.0,true,false,M-1000,false
56f27ad7-23d7-4a12-b22f-7073bb43da62,CBU 1,48586b5e-efaf-4792-a15c-fe4d6051de6f,3aad1153-8754-4edb-93f5-25204727387b,100.0,true,false,CBU-1,false
5914bd12-27c9-4b64-ae52-2fdc15752f56,"Battery, Low Capacity",48586b5e-efaf-4792-a15c-fe4d6051de6f,feaf9bce-1fd8-49dc-bcfb-2a4e8e99dfe1,1500.0,true,false,C-45678,false
65995c15-bacd-4749-be3e-9ee7d1e8c686,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,ace1c471-0bda-4a45-88cd-4dc8099880e8,1725.0,true,false,S-100-ADC-002,false
6614f4f4-e90b-4faa-bf5a-fe12c34c9c8c,Wind Generator,48586b5e-efaf-4792-a15c-fe4d6051de6f,3b12a385-d607-4c15-8080-941c19ccae88,549.99,true,false,WT-GEN,false
6c8ffa93-9028-4db4-8905-9875f6ac77fb,Remote Monitoring Subscription,48586b5e-efaf-4792-a15c-fe4d6051de6f,dfc8ff15-502c-4c58-922e-82d743ed5f66,800.0,true,false,R-100,false
71a087bc-0bf6-4b2c-8574-b0041987dc7a,Energy Bundle,48586b5e-efaf-4792-a15c-fe4d6051de6f,102d45ae-e345-40c6-9bd2-e8674b575b0a,11425.0,true,false,EB-5000,false
76fe1cad-95a0-4ef6-a7a3-137d2b366a69,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,37cab895-ab8f-479c-9b07-7e76ef06c8ac,2150.0,true,false,S-100-ADC-009,false
7c475fc9-80f4-4688-a770-b22066d549be,Energy Meter,48586b5e-efaf-4792-a15c-fe4d6051de6f,d7f87947-b1cd-4f4c-a0fc-4e0f469d29a3,500.0,true,false,E-1000,false
7de6e59c-648c-4695-ae7e-94579e0769fd,Small Turbine,48586b5e-efaf-4792-a15c-fe4d6051de6f,27a1e8ed-4b28-4123-a103-c8905993c885,6000.0,true,false,A-100,false
8b91278d-018c-4af3-8fc7-07ab98816794,Performance Optimization,48586b5e-efaf-4792-a15c-fe4d6051de6f,40e74082-78ba-4b7e-9f3a-bf6cad99d360,500.0,true,false,L-100,false
8cf93cd4-4ac6-44b2-ab48-adf3a38641a3,Service Subscription - Monthly,48586b5e-efaf-4792-a15c-fe4d6051de6f,5a48d362-4c81-490e-a89a-0e72a0b63283,150.0,true,true,SERV-ADC-002,false
9ca79696-eb3b-4bc7-a264-f379b4a25f15,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,76d3c77e-e8f6-41a6-9368-7684a41fe82c,2190.0,true,false,S-100-ADC-010,false
9e4a96ec-ea27-429e-b755-985e3ff29ab1,CBU 3,48586b5e-efaf-4792-a15c-fe4d6051de6f,dd8f47cd-e2a5-4aee-9564-ddddcc04bfed,430.0,true,true,CBU-3,false
a569c312-2739-40cf-8934-88cb4c3b8bfd,Service Subscription - Yearly,48586b5e-efaf-4792-a15c-fe4d6051de6f,e6cd6ac4-1a7a-468b-ba20-8a8afde2512c,1300.0,true,true,SERV-ADC-001,false
a676744e-4e4e-4f29-8162-5d3ed4160463,CBU 5 - Bundle,48586b5e-efaf-4792-a15c-fe4d6051de6f,39042ef4-5e85-4ce1-a490-a9feb360fd3c,1575.0,true,true,CBU-5,false
abc842d8-8e9f-46da-8372-0bcabe600812,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,6b5b1a5a-2279-41ac-846d-8d29f8eedbbb,1600.0,true,false,S-100-ADC,false
b2a2b4a8-d808-4fa2-894c-c25802ba803f,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,8a486c32-67c7-4077-b83e-1110ad712800,1600.0,true,false,S-100-ADC-001,false
bc296f52-8d86-491c-a3b1-d6d5e86b11af,Yaw Motor,48586b5e-efaf-4792-a15c-fe4d6051de6f,b70d04fd-755a-4fc7-b322-012186c7958e,299.99,true,false,WT-YAW-MTR,false
c136f049-87b6-437f-859e-371b9710dc5b,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,461cfc1f-ab52-4b5a-b3af-a32cb8cc5127,2125.0,true,false,S-100-ADC-007,false
c1d9725e-e1d8-49ae-a28c-06fe88080870,Solar Panels,48586b5e-efaf-4792-a15c-fe4d6051de6f,108c90c5-8c67-45af-b2a0-88a154e77f44,2075.0,true,false,S-100-ADC-006,false
c31911e5-f597-48e1-b280-d13866e0646e,Second Stage Turbine Blade,48586b5e-efaf-4792-a15c-fe4d6051de6f,eba38caf-edd1-48fd-9037-d19677ca8de5,999.99,true,false,SSTBLD,false
c569812e-71fe-401e-b8e8-17d5c1f25ff9,"Battery, High Capacity",48586b5e-efaf-4792-a15c-fe4d6051de6f,df0df29b-f2f7-47d3-9f7e-9ea1cd81014e,2500.0,true,false,B-1000,false
c63b055a-8f56-48d2-a945-077a67165c8e,Gearbox,48586b5e-efaf-4792-a15c-fe4d6051de6f,fe563c71-5a9e-4e16-b642-03da0f0d07c5,349.99,true,false,WT-GBOX,false
d6aaac2d-8421-42a2-942d-990cad586954,Mounting System,48586b5e-efaf-4792-a15c-fe4d6051de6f,06eb7f3f-a646-40c5-85b7-879ae2ff7a7b,175.0,true,false,C-400,false
d7c25360-982d-4517-ba28-8885df687dc6,Starter Kit,48586b5e-efaf-4792-a15c-fe4d6051de6f,d201fce2-ddf7-48dc-aed7-322293dcbda8,12500.0,true,false,A-5000,false
d8b9a7f8-8e1d-40a0-815a-95380faa2787,Fuses (Set of 10),48586b5e-efaf-4792-a15c-fe4d6051de6f,b0f25e5d-74af-411a-b7eb-fc2c357fea8b,100.0,true,false,C-100,false
de7392dd-5136-4c1d-a6fe-48d794e2bc5d,CBU 2,48586b5e-efaf-4792-a15c-fe4d6051de6f,d3ec98e5-5787-4b22-b141-8d96954f82f7,550.0,true,true,CBU-2,false
e0722fb6-17f2-472e-9073-d106c0db8e0b,Wind Turbine Exploded Parts,48586b5e-efaf-4792-a15c-fe4d6051de6f,a2e54fcf-6888-4958-ae9b-aa19ca019aa7,0.0,true,true,WT-EXP100,false
eb9da142-31af-4fcb-91a1-7decef4e7aed,Hydraulic Unit,48586b5e-efaf-4792-a15c-fe4d6051de6f,f3e8a9e6-a6d0-4e38-8266-d55970fc919a,449.99,true,false,WT-HYD-UNIT,false
f5fd4d99-93fd-4789-ae32-7b74f556d383,Service Subscription - One-Time,48586b5e-efaf-4792-a15c-fe4d6051de6f,330ba3ac-efb4-47f5-9688-6b8f13c92dc8,1700.0,true,true,SERV-ADC-003,false
f6c311a7-0369-4ed1-b7cf-4b320d19acd7,Service Subscription,48586b5e-efaf-4792-a15c-fe4d6051de6f,fc2f55a4-4a54-4021-9d95-515905c4b9c8,1300.0,true,true,SERV-ADC-000,false
fe7cc83e-9ed6-4ede-89c8-1e3d386af2ea,Installation Services,48586b5e-efaf-4792-a15c-fe4d6051de6f,7ee10cc9-e534-4ca4-b11e-0ea72ce0492c,1100.0,true,false,INST-100,false
0021a0ab-28c6-4c12-a0cc-5007de59671e,1TB 7.2k RPM NLSAS,00000001-c64a-496c-9b10-53674a81ae2a,6ea38c9d-a9ba-4d73-a7d5-e59b47821bda,369.74,true,false,HD 1TB,false
021f424b-5f9a-4692-9212-a8413669fba1,Silver Support,00000001-c64a-496c-9b10-53674a81ae2a,0a137c4a-1f7b-49ab-8559-bd97dfcd20f5,4170.0,true,false,SPT-001,false
02d057f3-684b-4db1-9891-c077778a1453,L5-20 Input Power Cable 12',00000001-c64a-496c-9b10-53674a81ae2a,ec3806c2-d797-4c74-8816-acffe3b0eabd,13.9,true,false,CMPC-5891,false
02d81af8-886f-4a51-a622-ed1cbd7e6283,Solar Panels,00000001-c64a-496c-9b10-53674a81ae2a,461cfc1f-ab52-4b5a-b3af-a32cb8cc5127,2125.0,true,false,S-100-ADC-007,false
03143d78-c072-4a1c-9ef2-0bd9fdad5b7e,Deployment Dark Roast,00000001-c64a-496c-9b10-53674a81ae2a,ff321ac1-ffe5-4b40-bd3b-6b0d17d8493c,14.99,true,false,COF-OT-4,false
0521d4c2-ec43-4d53-bfcb-ab50457ff712,Enterprise Log Manager,00000001-c64a-496c-9b10-53674a81ae2a,e9ea0f6d-121d-43a8-8bc4-9285946d03f0,139.0,true,false,SIEM-004,false
0938f2fc-90e1-4ef7-a873-90715db7d825,C19 to C20 Power Cable 5',00000001-c64a-496c-9b10-53674a81ae2a,3f1a86b0-979b-41f9-9b0b-da7c8ef147a2,423.95,true,false,CMPC-5890,false
09aad6cd-cb23-4b72-b179-05468803b6cb,Low-Code Lemon-Lime Syrup,00000001-c64a-496c-9b10-53674a81ae2a,ede262e1-a115-4301-9450-d7c660c56474,39.35,true,false,POP-OT-4,false
09baf484-ae16-40a1-b6ff-404ad22385c6,Endpoint Threat Response,00000001-c64a-496c-9b10-53674a81ae2a,90b20080-a149-49b1-996f-3044dbcb8804,139.0,true,false,EP-007,false
0a9779d7-80cf-4b68-96cb-ed1d48481832,MOVE AntiVirus,00000001-c64a-496c-9b10-53674a81ae2a,14d1b7f4-d75e-4fae-95ad-76bfe2ee26d3,2780.0,true,false,SS-004,false
0b83409c-c155-4bd8-8fb7-4deaab7ba240,Integration Specialist Engineer,00000001-c64a-496c-9b10-53674a81ae2a,fce6ccf9-9ecf-4baa-abe3-e7f826056f57,312.75,true,false,SV-ISE,false
0bd8e9b7-c850-40b3-bae1-34d90e857922,Hydraulic Unit,00000001-c64a-496c-9b10-53674a81ae2a,f3e8a9e6-a6d0-4e38-8266-d55970fc919a,449.99,true,false,WT-HYD-UNIT,false
0cd84b0a-4ad9-46af-a310-be9f56b5f933,Roof Fan Tray 750mm - 208V,00000001-c64a-496c-9b10-53674a81ae2a,4d260c43-528f-42b9-8f35-293ea93859dc,1559.58,true,false,BSSA-4308,false
0d7ef502-5d42-444d-bcd6-f027f809a0fd,CBU 3,00000001-c64a-496c-9b10-53674a81ae2a,dd8f47cd-e2a5-4aee-9564-ddddcc04bfed,430.0,true,false,CBU-3,false
0da2bbd1-1a6e-417c-beb3-a304388cea23,"Rack PDU 5.7W, 208V, C13 output",00000001-c64a-496c-9b10-53674a81ae2a,e8d6ed78-9d9d-4644-8695-b34ce07a7cf1,0.0,true,false,PDU-2029,false
0de168a3-1fff-492b-b03f-f48ef5e5f0c8,Security Certification Training: Shield,00000001-c64a-496c-9b10-53674a81ae2a,e0209880-8181-4fc3-8e7d-05809a64647a,799.0,true,false,SC2,false
0ea4f96e-67b0-43c9-b893-b8c2beebe04a,Maintenance,00000001-c64a-496c-9b10-53674a81ae2a,46675b63-3f79-49fd-a020-f754ca0c4147,139.0,true,false,SSM-0001,false
100a0a10-03f5-40f7-9fc8-c406e23c96c2,Platinum Support,00000001-c64a-496c-9b10-53674a81ae2a,902ee806-c0c3-488e-86d7-c4d75b9a9043,6950.0,true,false,SPT-003,false
106cf8be-03d2-4435-b697-306fe8c0f919,Deploy Dew Syrup,00000001-c64a-496c-9b10-53674a81ae2a,12fb01ea-85bc-4745-a30f-1c4c5d839c78,39.35,true,false,POP-OT-3,false
11bca9d2-9ef0-44c0-abfc-3b5fc019c06e,Web Protection,00000001-c64a-496c-9b10-53674a81ae2a,a6e3be12-2073-4de9-90a2-c1c87e0c55ae,69.5,true,false,WS-003,false
129e25d5-7cd5-441c-93e7-f08b850f423e,MaxShell 8U 600mmx1070mm,00000001-c64a-496c-9b10-53674a81ae2a,27756c7c-7963-48a4-a654-54a5b12472d8,1611.01,true,false,BMX-1050,false
143913ce-b45a-496d-80e7-d0e1708d583b,SSO Reporting Training Portal for End Users,00000001-c64a-496c-9b10-53674a81ae2a,ef59d91e-8a41-445c-b5bb-8852a6aaa886,7645.0,true,false,S-SSO-RTP,false
152edcd9-50a4-4b65-bd6e-f8e5dd7ebd51,Endpoint Security for Mac,00000001-c64a-496c-9b10-53674a81ae2a,96a1fcda-499e-4f91-b613-74a93aba0be1,69.5,true,false,EP-005,false
15ef7329-bb4a-4de9-a8a6-4642a08ff6a1,Personal Security Firewall,00000001-c64a-496c-9b10-53674a81ae2a,f63fc02d-02a4-40f7-99d3-19b640db2f69,500.0,true,false,N1,false
172540a6-3a1a-49c3-ab49-8ee9cda3b0ca,Best Sellers Varieties Curated Collection,00000001-c64a-496c-9b10-53674a81ae2a,20592bab-2ce6-4168-832e-8b92be8dd579,121.42,true,false,COF-OT-1,false
17e84588-5d9c-47f7-a616-1b5a0eb6a62c,Business Plus Cloud Storage,00000001-c64a-496c-9b10-53674a81ae2a,648f32e7-9dc8-4357-80e6-033db3c40fd2,800.0,true,false,CS3,false
17f4be6b-ed48-4fde-bf44-1e271bb47217,Dr. Prod Syrup,00000001-c64a-496c-9b10-53674a81ae2a,99fae08d-1c1f-4503-8dc2-d6972efa182a,33.45,true,false,POP-R-2,false
1853b609-8b67-4c56-bacd-cb69dc4194a4,Gold Hardware Maintenance,00000001-c64a-496c-9b10-53674a81ae2a,5908278f-1fa6-4e59-adc2-0c981ac5ca40,3336.0,true,false,SUPP-1005,false
1900f005-e828-4a51-bb41-b1f8f646642c,100' Roll of 10 Line Bundled Tubing,00000001-c64a-496c-9b10-53674a81ae2a,4d46c719-3fb0-448a-8bd4-b147a5d86a89,399.0,true,false,EQP-OT-3,false
1c640c25-ceb9-4194-9bb7-9858ccbd4d45,C13 to C14 Power Cable 5',00000001-c64a-496c-9b10-53674a81ae2a,197aa76f-da9f-4553-aa9f-fc28910d4144,708.9,true,false,CMPC-5888,false
1d49386d-be76-4aaa-aac3-e9c491b35fc9,Intel Xeon E5-2609 v4 1.7GHz,00000001-c64a-496c-9b10-53674a81ae2a,0683e44f-8b4e-452f-941e-ce3d5aab6502,2047.47,true,false,INTEL E5-2609,false
1e995cb2-c65b-430b-80da-4398963e48a3,DLP Monitor,00000001-c64a-496c-9b10-53674a81ae2a,787755e0-2b08-4c62-857b-fc1044249c79,139.0,true,false,DP-007,false
1f9c28d5-e1b7-4bec-a568-bb46d215b82d,Policy Auditor Test,00000001-c64a-496c-9b10-53674a81ae2a,14451de5-f584-4263-9f30-aa1a0e3cd2f0,2780.0,true,false,SS-006,false
1fefdbe5-5868-4eb7-b01b-246d0942fc08,Windows Server Datacenter - Onetime License,00000001-c64a-496c-9b10-53674a81ae2a,a25bd9fe-8af3-4b4b-bbbd-d0f1a1fa60c1,7810.0347,true,false,WIN SDATA-OT,false
2005b515-c754-45c0-8b73-029192d59315,Connector Cables,00000001-c64a-496c-9b10-53674a81ae2a,73b72920-ff99-4944-99df-60472564eff1,250.0,true,false,C-300,false
21f0e73b-c0a4-47e5-9ff6-dfcc96ba797c,Dr. Prod Syrup,00000001-c64a-496c-9b10-53674a81ae2a,13363c81-a5b9-469b-ace5-ca076b86dce5,39.35,true,false,POP-OT-2,false
241d69bd-917c-4027-b4bc-6caaa4dc1d27,Solar Panels,00000001-c64a-496c-9b10-53674a81ae2a,6b5b1a5a-2279-41ac-846d-8d29f8eedbbb,1600.0,true,false,S-100-ADC,false
253eec42-0bdd-4c9e-9b93-ed7f42aacef3,"Rack PDU 10A, 230V C20 input C19",00000001-c64a-496c-9b10-53674a81ae2a,3ed340b9-c325-4a5e-8e33-f36146925802,1790.32,true,false,PDU-2026,false
25e57134-dd23-44ff-b348-f80dd4449069,Endpoint Threat Protection,00000001-c64a-496c-9b10-53674a81ae2a,31310475-f583-4852-b214-d7304757b0d1,173.75,true,false,EP-008,false
272a7bc3-6f8b-49b4-8e24-1b2b25e66031,Pumpkin Sandbox Latte,00000001-c64a-496c-9b10-53674a81ae2a,f47fe48b-3fbc-44ca-86b4-b18a3f526986,14.99,true,false,COF-OT-3,false
278aab9c-c6a6-4e14-8184-0ab049595c60,Uptime Espresso,00000001-c64a-496c-9b10-53674a81ae2a,822ed8a8-d5fc-493f-9374-e04579a8ba4b,14.99,true,false,COF-OT-6,false
280000df-e395-4de9-817d-ec872abe6102,Currency Conversion Credit,00000001-c64a-496c-9b10-53674a81ae2a,55cfc342-c97c-4f5a-b6db-50213ca2d7d2,0.0,true,false,curr-credit,false
2838bacd-4ccb-4694-a314-f9d5e1d14f57,Silver Hardware Maintenance,00000001-c64a-496c-9b10-53674a81ae2a,76b98dd3-a686-46c7-9db6-4e748bfebdc1,3336.0,true,false,SUPP-1000,false
284b700c-2851-4dc8-99c3-bfa8a3302b31,Wind Turbine Exploded Parts,00000001-c64a-496c-9b10-53674a81ae2a,a2e54fcf-6888-4958-ae9b-aa19ca019aa7,0.0,true,false,WT-EXP100,false
28dacef2-095b-4365-a4df-e1436bbff37e,Threat Intelligence Exchange,00000001-c64a-496c-9b10-53674a81ae2a,c4912b0c-c21e-4967-91db-0eead37502e5,11120.0,true,false,SM-002,false
296d0131-9132-475c-8ddb-9d1e8f2036bd,Solar Panels,00000001-c64a-496c-9b10-53674a81ae2a,108c90c5-8c67-45af-b2a0-88a154e77f44,2075.0,true,false,S-100-ADC-006,false
2dd054d3-1467-4627-aa59-088adc62f905,Professional Services Project,00000001-c64a-496c-9b10-53674a81ae2a,38381bab-bb00-40b2-8908-63e47c87874d,0.0,true,false,SV-PRJ,false
2de13a7f-107d-4dd9-85fb-535a5d5b50ca,Yaw Motor,00000001-c64a-496c-9b10-53674a81ae2a,b70d04fd-755a-4fc7-b322-012186c7958e,299.99,true,false,WT-YAW-MTR,false
2e749691-63a3-42cd-8e73-302ae3f8d885,Change Control,00000001-c64a-496c-9b10-53674a81ae2a,743c6109-fe2d-435f-a1ce-3bfb8cc8fa05,13900.0,true,false,SS-001,false
2e74acc9-49c9-4ab2-9693-362ffebed8f2,Uptime Espresso,00000001-c64a-496c-9b10-53674a81ae2a,3b3ea9c0-b8d4-41fe-b268-b8b9eaf910b8,12.74,true,false,COF-R-6,false
2fb935a7-1c70-4c58-bee3-8e93a1df1d24,"Vertical Cable Organizer, 8 Cable Rings",00000001-c64a-496c-9b10-53674a81ae2a,0e54f36f-0311-4e6b-970d-c3c22f7ac9a0,3127.5,true,false,CMPC-5882,false
